SK_ID_CURR,APARTMENTS_MODE,FLAG_DOCUMENT_6,FLAG_OWN_REALTY,NONLIVINGAREA_MEDI,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_18,NAME_TYPE_SUITE,FLOORSMAX_MEDI,AMT_REQ_CREDIT_BUREAU_DAY
101509,0.0735,0,Y,0.0,0,0,0,Unaccompanied,0.1667,
101510,0.1313,0,Y,,1,0,0,Family,,0.0
101519,,0,Y,,1,0,0,Unaccompanied,,0.0
101520,,0,Y,,1,0,0,Unaccompanied,,0.0
101521,,0,Y,,1,0,0,Unaccompanied,,0.0
101524,,0,N,,1,0,0,Unaccompanied,,0.0
101525,0.0504,0,N,0.0,1,0,0,Unaccompanied,0.125,0.0
101532,,0,Y,,1,0,0,Unaccompanied,,0.0
101534,,0,N,,1,0,0,Unaccompanied,0.0833,0.0
101541,0.4853,0,Y,0.0373,1,0,0,Unaccompanied,0.4792,0.0
101543,,0,Y,,1,0,0,Unaccompanied,,0.0
101545,0.0084,0,Y,0.0,1,0,0,Unaccompanied,0.0417,0.0
101546,0.1964,0,N,0.0557,1,0,1,Unaccompanied,0.1667,
101549,,0,Y,0.034,1,0,0,Family,0.0833,0.0
101554,,0,N,,0,0,0,Unaccompanied,,0.0
101557,0.1103,0,Y,0.0,1,0,0,Unaccompanied,0.1667,0.0
101558,0.1176,0,Y,0.0917,1,0,0,Unaccompanied,0.4375,0.0
101559,0.104,0,Y,0.0039,1,0,0,"Spouse, partner",0.1667,
101560,0.0126,0,N,0.0035,1,0,0,Unaccompanied,0.0417,0.0
101561,,0,Y,,1,0,0,Family,,0.0
101562,,0,Y,,1,0,0,Family,,0.0
101564,,0,Y,,1,0,0,Unaccompanied,,
101566,0.0609,0,Y,0.0,1,0,0,Unaccompanied,0.1667,0.0
101569,0.084,0,Y,0.0,0,0,0,Unaccompanied,0.1667,0.0
101574,,0,N,,1,0,0,Unaccompanied,,
101587,0.1239,0,Y,0.0,1,0,0,Unaccompanied,0.1667,0.0
101590,,1,Y,,0,0,0,Unaccompanied,,0.0
101591,0.0126,1,Y,0.0,0,0,0,Unaccompanied,0.0417,0.0
101593,,0,Y,,1,0,0,"Spouse, partner",,0.0
101594,0.105,0,Y,0.0,1,0,0,Unaccompanied,0.1667,0.0
101595,0.0252,0,Y,0.0,1,0,0,Unaccompanied,0.125,0.0
101600,0.084,0,Y,0.0396,1,0,0,Family,0.375,0.0
101601,0.0935,0,Y,0.0,1,0,0,Unaccompanied,0.1667,0.0
101603,0.0378,0,Y,,1,0,0,Unaccompanied,0.3333,0.0
101604,0.125,0,Y,,1,0,0,Unaccompanied,0.1667,0.0
101605,0.1702,0,Y,0.0,1,0,0,Unaccompanied,0.3333,0.0
101606,0.0032,0,N,0.0037,1,0,0,Unaccompanied,0.0,0.0
101609,,0,Y,,0,0,0,Unaccompanied,,0.0
101613,,1,Y,,0,0,0,Unaccompanied,,0.0
101626,0.0777,0,N,0.0,1,0,0,Family,0.1667,0.0
101627,,0,Y,,0,0,0,Unaccompanied,,0.0
101637,,0,Y,,1,0,0,Family,,0.0
101642,0.1607,0,Y,0.0026,1,0,0,Unaccompanied,0.1667,0.0
101647,0.2458,0,Y,0.6147,0,0,0,Unaccompanied,0.9583,
101653,0.0819,0,Y,0.0,1,0,0,Unaccompanied,0.1667,0.0
101660,0.104,1,Y,0.0079,0,0,0,Unaccompanied,0.1667,
101661,,0,N,,1,0,0,Unaccompanied,,0.0
101664,0.1481,0,Y,0.0054,1,0,0,Unaccompanied,0.1667,
101670,0.2994,0,Y,0.0009,1,0,0,Family,0.3333,0.0
101690,0.0168,1,N,0.0,0,0,0,Family,0.0417,0.0
101693,0.0294,0,Y,0.0205,1,0,0,Unaccompanied,0.0417,0.0
101696,,0,Y,,1,0,0,Unaccompanied,,0.0
101705,0.2153,0,Y,0.1398,0,0,0,Family,0.3333,0.0
101706,,0,N,,1,0,0,Unaccompanied,,0.0
101707,0.0998,1,N,0.0301,0,0,0,Unaccompanied,0.1667,0.0
101708,0.0126,0,Y,0.0073,1,0,0,Unaccompanied,0.0417,0.0
101710,,0,Y,,1,0,0,Unaccompanied,,0.0
101713,0.2111,0,Y,0.0985,1,0,0,Unaccompanied,0.5833,0.0
101718,0.0819,0,Y,0.0065,1,0,0,Unaccompanied,0.1667,0.0
101722,,0,Y,,1,0,0,Unaccompanied,,0.0
101730,0.0242,0,N,0.0041,0,0,0,Unaccompanied,0.0833,0.0
101731,0.084,0,Y,0.0,1,0,0,Unaccompanied,0.375,0.0
101735,,0,N,,0,0,0,Unaccompanied,,0.0
101737,,0,Y,,1,0,0,Family,,0.0
101738,0.4433,0,Y,0.1403,1,0,0,Unaccompanied,0.3333,
101740,,0,Y,,0,0,0,Unaccompanied,,0.0
101741,,0,N,,1,0,0,Unaccompanied,,0.0
101744,,0,N,,0,0,0,Unaccompanied,,0.0
101746,,0,Y,,0,0,0,Unaccompanied,,0.0
101747,0.0872,0,Y,0.0157,0,0,0,Unaccompanied,0.4583,0.0
101752,,0,N,,1,0,0,Unaccompanied,,
101755,0.0378,0,Y,0.006,1,0,0,Unaccompanied,0.0833,0.0
101761,0.084,0,Y,0.0,1,0,0,Unaccompanied,0.1667,
101765,0.084,0,Y,0.0287,0,0,0,Unaccompanied,0.1667,0.0
101766,0.0126,0,Y,,1,0,0,Unaccompanied,0.0417,0.0
101787,0.0672,0,Y,0.0011,0,0,0,Unaccompanied,0.625,0.0
101790,,1,Y,,0,0,0,Unaccompanied,,0.0
101793,,0,N,,1,0,0,Unaccompanied,,0.0
101794,,0,Y,,1,0,0,Unaccompanied,,0.0
101796,,0,Y,,1,0,0,Family,,0.0
101797,0.0116,0,Y,,1,0,0,Unaccompanied,0.0417,0.0
101798,,0,Y,,0,0,0,Family,,
101802,0.105,0,Y,,0,0,0,Unaccompanied,0.1667,0.0
101803,,0,N,,0,0,0,Other_B,,0.0
101806,0.5546,0,Y,0.0011,1,0,0,"Spouse, partner",0.3333,0.0
101808,,0,Y,,0,0,0,Unaccompanied,,
